,Genre,Responsable_secondaire,Orphelin,Confession,Ecole_secondaire,Option_secondaire,Grade_examen_Etat,Province_secondaire,Age_fin_secondaire,Etude_cours_secondaire,Vouloir_devenir_avant_universite,Respo_oriention_departement,Aimer_departement,Annee_reposAvantUniversite,Age_adm_Universite,Nature_universite,Type_institution,Province_universite,Respo_universitaire,Niveau,Refaitre_sixieme_secondaire,Competence_math,Competence_physique,Competence_biologie,Competence_chimie,Competence_informatique,Competence_Dessin,Domaine_Universite
322,0,1.0,0,1.0,6,14,0.0,0.0,2.0,2,1,0,0,0.0,2.5,1.0,1,0.0,1,0,0,1,1.0,1.0,1.0,2,2,1
323,0,1.0,0,0.0,7,14,0.0,0.0,3.0,2,1,0,0,1.0,2.5,1.0,1,0.0,6,0,0,1,1.0,1.0,1.0,1,2,1
324,0,6.0,0,4.0,1,6,0.0,0.0,4.0,2,1,0,0,2.5,2.5,1.0,1,0.0,1,0,0,1,1.0,1.0,1.0,1,2,1
325,0,1.0,0,4.0,4,14,0.0,0.0,4.0,3,1,5,0,0.0,2.5,1.0,1,0.0,1,0,1,0,1.0,1.0,1.0,1,2,1
326,0,1.0,0,0.0,0,14,0.0,0.0,4.0,3,1,5,0,0.0,2.5,1.0,1,0.0,1,0,1,0,1.0,1.0,1.0,1,1,1
327,0,1.0,0,0.0,0,14,0.0,0.0,3.0,2,1,0,0,0.0,2.5,1.0,1,0.0,5,1,0,1,1.0,1.0,1.0,2,2,1
328,0,1.0,0,5.0,0,9,0.0,0.0,3.0,3,6,0,0,0.0,2.5,1.0,1,0.0,4,2,1,1,1.0,1.0,1.0,2,2,1
329,0,0.0,0,0.0,0,14,0.0,0.0,7.0,0,2,6,1,0.0,2.5,2.5,0,2.5,1,2,0,1,1.0,1.0,1.0,2,2,1
330,0,1.0,1,0.0,6,5,0.0,1.0,2.0,2,1,1,0,0.0,2.5,2.5,0,2.5,5,2,0,0,1.0,1.0,1.0,2,1,0
331,0,6.0,0,8.125,6,14,0.0,0.0,7.0,2,1,7,0,0.0,2.5,1.0,0,0.0,1,2,0,1,1.0,1.0,1.0,1,1,1
332,0,2.0,1,0.0,5,0,0.0,0.0,4.0,2,1,0,0,1.0,2.5,2.5,0,0.0,3,0,1,1,1.0,1.0,1.0,1,2,0
333,1,1.0,1,1.0,5,1,0.0,0.0,2.0,0,1,7,0,0.0,2.5,1.0,1,0.0,6,0,0,1,1.0,1.0,1.0,1,1,1
334,0,1.0,0,2.0,5,1,0.0,0.0,4.0,2,1,2,0,0.0,2.0,1.0,0,0.0,1,0,1,0,1.0,1.0,1.0,2,2,1
335,0,2.0,0,3.0,5,1,0.0,0.0,3.0,0,1,7,0,0.0,2.5,1.0,1,0.0,3,1,1,0,1.0,1.0,1.0,2,2,1
336,1,1.0,1,2.0,5,3,0.0,0.0,3.0,0,1,7,0,0.0,2.5,2.5,1,0.0,5,1,0,1,1.0,1.0,1.0,2,2,1
337,1,1.0,1,2.0,5,3,0.0,3.0,3.0,1,1,7,0,1.0,2.5,1.0,1,0.0,5,1,1,1,1.0,1.0,1.0,1,2,1
338,1,1.0,1,3.0,0,2,0.0,3.0,2.0,1,1,7,1,1.0,2.5,1.0,0,2.5,5,0,0,2,1.0,1.0,1.0,1,2,1
339,1,3.0,1,1.0,6,6,0.0,7.5,1.0,1,9,5,1,1.0,2.0,2.5,1,2.5,2,2,0,1,1.0,1.0,1.0,1,0,3
340,1,3.0,1,3.0,5,2,0.0,0.0,7.0,2,0,1,1,2.5,2.5,2.5,1,2.5,5,0,1,1,1.0,1.0,1.0,2,1,0
341,1,1.0,0,0.0,6,0,0.0,7.5,7.0,1,3,5,1,1.0,0.0,2.5,0,2.5,0,0,0,2,1.0,1.0,1.0,1,1,0
342,0,1.0,0,0.0,0,1,0.0,0.0,3.0,0,11,8,1,0.0,2.5,0.0,0,0.0,1,1,0,1,1.0,1.0,1.0,1,1,0
343,0,3.0,0,4.0,4,8,0.0,7.5,3.0,0,2,1,0,1.0,2.5,2.5,1,1.0,5,1,0,1,1.0,1.0,1.0,1,2,3
344,1,6.0,1,1.0,2,3,0.0,7.5,2.0,1,11,3,0,1.0,2.5,2.5,1,2.5,2,1,0,2,1.0,1.0,1.0,1,2,3
345,1,4.0,0,3.0,5,3,0.0,3.0,6.0,0,11,2,0,1.0,2.5,0.0,1,0.0,4,1,1,1,1.0,1.0,1.0,1,1,3
346,0,0.0,0,2.0,5,2,0.0,1.0,3.0,0,0,3,0,0.0,2.5,2.5,0,2.5,2,2,0,1,1.0,1.0,1.0,2,2,1
347,1,1.0,0,5.0,6,9,0.0,6.0,2.0,1,11,1,1,0.0,2.0,2.5,1,2.5,5,2,0,1,1.0,1.0,1.0,2,1,0
348,1,2.0,0,5.0,6,7,0.0,6.0,2.0,0,11,1,0,1.0,2.5,2.5,1,2.5,5,1,0,2,1.0,1.0,1.0,2,1,0
349,0,0.0,0,5.0,2,9,0.0,7.0,2.0,1,9,1,1,1.0,2.5,0.0,0,1.0,6,2,0,2,1.0,1.0,1.0,1,1,0
350,1,0.0,1,5.0,6,12,0.0,4.0,4.0,1,6,3,1,0.0,2.5,1.0,1,2.5,6,2,0,2,1.0,1.0,1.0,1,1,1
351,1,5.0,0,0.0,5,14,0.0,2.0,1.0,0,1,4,0,1.0,1.0,1.0,1,2.5,3,2,0,1,1.0,1.0,1.0,1,2,0
352,0,6.0,0,0.0,0,5,0.0,0.0,2.0,3,0,7,0,0.0,2.0,1.0,1,2.5,6,2,0,0,1.0,1.0,1.0,1,1,1
353,1,3.0,1,1.0,6,12,0.0,7.5,1.0,2,9,3,1,1.0,2.0,2.5,1,2.5,2,1,0,1,1.0,1.0,1.0,1,1,1
354,1,6.0,0,2.0,2,2,0.0,3.0,2.0,1,8,7,0,1.0,2.5,1.0,0,1.0,3,2,0,2,1.0,1.0,1.0,2,2,0
355,1,0.0,0,8.0,1,9,0.0,4.0,2.0,1,6,0,1,2.0,2.5,2.5,0,2.5,2,1,1,0,1.0,1.0,1.0,1,2,1
356,1,2.0,0,4.0,0,0,0.0,0.0,1.0,0,3,7,0,0.0,2.0,0.0,0,0.0,6,2,0,2,1.0,1.0,1.0,1,1,0
357,1,0.0,1,0.0,0,2,0.0,0.0,3.0,3,1,0,0,0.0,2.5,0.0,0,0.0,2,2,1,2,1.0,1.0,1.0,1,0,0
358,0,6.0,0,5.0,7,7,0.0,4.0,2.0,0,9,0,0,1.0,2.5,1.0,1,2.5,2,1,0,1,1.0,1.0,1.0,1,1,1
359,0,3.0,1,0.0,6,1,0.0,6.0,2.0,1,1,3,1,0.0,2.0,2.5,0,2.5,2,1,0,1,1.0,1.0,1.0,1,1,1
360,1,2.0,0,1.0,5,3,0.0,7.5,2.0,0,6,5,0,0.0,2.0,2.5,1,2.5,1,1,1,1,1.0,1.0,1.0,1,0,3
361,1,5.0,1,6.0,2,3,0.0,4.0,4.0,0,2,0,0,1.0,2.5,1.0,0,2.5,2,2,0,0,1.0,1.0,1.0,1,0,3
362,1,4.0,1,4.0,6,8,0.0,6.0,5.0,0,2,2,0,0.0,2.5,2.5,1,2.5,4,2,0,1,1.0,1.0,1.0,0,0,3
363,0,1.0,0,0.0,0,2,0.0,2.0,3.0,1,8,5,0,0.0,2.5,1.0,0,2.5,2,2,1,0,1.0,1.0,1.0,1,0,3
364,1,1.0,0,5.0,5,3,0.0,3.0,2.0,0,6,7,1,0.0,2.0,0.0,0,1.0,0,2,0,0,1.0,1.0,1.0,0,0,3
365,0,0.0,1,7.0,5,0,0.0,1.0,4.0,0,1,4,0,0.0,2.0,2.5,1,2.5,1,1,0,1,1.0,1.0,1.0,1,1,1
366,0,5.0,1,5.0,6,6,0.0,7.0,3.0,0,3,7,0,1.0,2.5,0.0,0,0.0,3,1,1,1,1.0,1.0,1.0,2,2,1
367,1,0.0,1,4.0,6,1,0.0,2.0,4.0,0,1,0,0,0.0,2.5,1.0,1,2.5,1,2,1,0,1.0,1.0,1.0,1,1,1
368,1,2.0,0,4.0,6,6,0.0,5.0,2.0,0,1,0,0,0.0,2.0,2.5,1,2.5,3,1,1,0,1.0,1.0,1.0,0,0,1
369,1,5.0,1,1.0,6,3,0.0,5.0,2.0,0,0,4,0,1.0,2.5,2.5,1,2.5,0,1,1,1,1.0,1.0,1.0,1,2,1
370,1,1.0,0,0.0,0,8,0.0,2.0,2.0,1,1,5,0,0.0,2.0,0.0,0,2.5,1,2,0,1,1.0,1.0,1.0,2,1,3
371,1,1.0,0,4.0,6,13,0.0,3.0,2.0,0,1,7,0,0.0,2.0,1.0,1,1.0,3,1,0,1,1.0,1.0,1.0,2,2,1
372,1,2.0,1,1.0,0,13,0.0,2.0,4.0,0,1,6,0,0.0,2.5,2.5,1,1.0,1,1,1,1,1.0,1.0,1.0,1,2,1
373,1,1.0,0,5.0,5,13,0.0,0.0,2.0,0,1,6,0,0.0,2.0,1.0,1,0.0,1,2,1,1,1.0,1.0,1.0,1,1,1
374,0,1.0,0,1.0,1,2,0.0,1.0,0.0,3,8,0,0,2.0,2.5,1.0,0,2.5,6,1,0,1,1.0,1.0,1.0,2,0,0
375,0,0.0,0,1.0,5,13,0.0,0.0,2.0,1,1,5,0,0.0,2.0,1.0,1,0.0,1,1,0,1,1.0,1.0,1.0,2,2,1
376,0,2.0,1,0.0,7,13,0.0,2.0,3.0,0,1,4,0,1.0,2.5,2.5,1,2.5,3,1,0,1,1.0,1.0,1.0,1,2,1
377,0,6.0,1,1.0,6,6,0.0,1.0,4.0,1,1,0,0,0.0,2.5,1.0,1,0.0,2,0,0,0,1.0,1.0,1.0,1,1,1
378,1,2.0,1,5.0,5,1,0.0,7.0,7.0,3,9,4,0,0.0,2.5,2.5,0,2.5,3,2,1,0,1.0,1.0,1.0,0,1,1
379,1,1.0,0,0.0,5,1,0.0,4.0,5.0,2,2,0,0,0.0,2.5,2.5,1,2.5,2,2,0,0,1.0,1.0,1.0,1,1,0
380,0,1.0,0,8.125,6,13,0.0,3.0,3.0,0,1,0,0,0.0,2.5,2.5,1,1.0,2,1,1,1,1.0,1.0,1.0,1,2,1
381,0,1.0,1,0.0,0,13,0.0,0.0,2.0,0,11,0,0,1.0,2.5,1.0,1,0.0,1,1,1,1,1.0,1.0,1.0,1,2,0
382,1,0.0,0,0.0,0,13,0.0,0.0,1.0,0,1,6,1,0.0,1.0,1.0,1,0.0,1,1,0,2,1.0,1.0,1.0,2,2,1
383,0,0.0,1,0.0,6,6,0.0,1.0,3.0,0,1,0,0,1.0,2.5,0.0,0,0.0,2,0,0,1,1.0,1.0,1.0,1,2,1
384,0,1.0,1,0.0,0,3,0.0,0.0,2.0,0,1,1,0,0.0,2.0,0.0,0,0.0,3,0,0,2,1.0,1.0,1.0,1,1,1
385,0,1.0,0,0.0,0,6,0.0,0.0,2.0,1,6,0,0,0.0,2.0,0.0,0,0.0,6,0,0,2,1.0,1.0,1.0,1,1,1
386,0,2.0,0,0.0,0,13,0.0,0.0,4.0,0,1,0,0,0.0,2.5,0.0,0,0.0,1,0,0,1,1.0,1.0,1.0,2,1,1
387,1,2.0,0,5.0,1,1,0.0,6.0,7.0,0,1,3,0,1.0,2.5,2.5,0,0.0,4,0,1,1,1.0,1.0,1.0,1,2,1
388,0,1.0,0,1.0,4,14,0.0,1.0,2.0,0,1,5,0,0.0,2.0,1.0,0,0.0,4,0,0,1,1.0,1.0,1.0,1,2,1
389,0,1.0,0,1.0,0,14,0.0,1.0,3.0,1,1,5,0,0.0,2.5,2.5,1,0.0,2,0,0,2,1.0,1.0,1.0,1,2,1
390,0,0.0,1,1.0,4,8,0.0,4.0,3.0,2,11,3,0,0.0,2.5,0.0,0,0.0,3,0,0,2,1.0,1.0,1.0,1,2,1
391,0,2.0,0,0.0,4,4,0.0,0.0,3.0,0,1,3,0,0.0,2.5,0.0,0,0.0,3,0,0,2,1.0,1.0,1.0,2,2,1
392,0,2.0,0,1.0,0,10,0.0,1.0,3.0,1,1,0,0,0.0,2.5,0.0,0,0.0,6,0,0,1,1.0,1.0,1.0,1,2,1
393,0,0.0,0,1.0,1,13,0.0,0.0,3.0,1,1,0,0,2.5,2.5,0.0,0,0.0,0,0,0,1,1.0,1.0,1.0,1,1,1
394,0,2.0,1,0.0,0,6,0.0,0.0,3.0,0,1,0,0,0.0,2.5,0.0,0,0.0,3,0,0,1,1.0,1.0,1.0,1,1,1
395,0,2.0,1,1.0,1,5,0.0,0.0,3.0,2,1,0,1,0.0,2.5,0.0,0,0.0,3,0,0,1,1.0,1.0,1.0,2,2,1
396,1,1.0,0,0.0,0,10,0.0,0.0,2.0,2,1,5,0,0.0,2.5,0.0,0,0.0,1,0,0,1,1.0,1.0,1.0,1,1,1
397,1,1.0,0,0.0,1,1,0.0,0.0,3.0,2,1,0,0,0.0,2.5,0.0,0,0.0,1,0,1,1,1.0,1.0,1.0,1,1,1
398,0,0.0,1,0.0,6,6,0.0,1.0,3.0,2,1,0,0,1.0,2.5,0.0,0,0.0,0,0,0,1,1.0,1.0,1.0,1,1,1
399,0,1.0,0,1.0,7,13,0.0,0.0,4.0,2,1,0,0,0.0,2.5,0.0,0,0.0,1,0,0,1,1.0,1.0,1.0,2,2,1
400,0,1.0,0,4.0,4,10,0.0,0.0,3.0,0,1,0,0,0.0,2.5,0.0,0,0.0,0,0,0,1,1.0,1.0,1.0,0,0,1
401,0,0.0,0,0.0,0,1,0.0,0.0,2.0,2,1,0,0,0.0,2.0,0.0,0,0.0,1,0,0,1,1.0,1.0,1.0,1,1,1
402,0,1.0,0,0.0,5,6,0.0,4.0,3.0,2,1,0,0,0.0,2.5,0.0,0,0.0,1,0,0,1,1.0,1.0,1.0,1,1,1
403,0,1.0,0,1.0,0,0,0.0,0.0,3.0,2,1,0,0,0.0,2.5,0.0,0,0.0,1,0,0,0,1.0,1.0,1.0,0,1,1
404,0,0.0,0,0.0,6,0,0.0,0.0,3.0,2,1,0,0,0.0,2.5,0.0,0,0.0,5,0,0,1,1.0,1.0,1.0,0,0,1
405,0,6.0,0,1.0,0,10,0.0,0.0,3.0,0,1,4,0,0.0,2.5,0.0,0,0.0,1,0,0,0,1.0,1.0,1.0,1,2,1
406,0,0.0,0,0.0,1,13,0.0,0.0,4.0,2,1,0,0,0.0,2.5,0.0,0,0.0,6,0,0,1,1.0,1.0,1.0,1,2,1
407,0,1.0,0,1.0,1,10,0.0,0.0,4.0,1,1,0,0,0.0,2.5,0.0,0,0.0,1,0,0,0,1.0,1.0,1.0,1,0,1
408,0,6.0,0,1.0,1,4,0.0,0.0,3.0,2,1,0,0,1.0,2.5,0.0,0,0.0,1,0,0,0,1.0,1.0,1.0,1,1,1
409,1,6.0,0,0.0,0,3,0.0,0.0,1.0,1,0,0,0,0.0,1.0,0.0,1,0.0,6,2,1,2,1.0,1.0,1.0,2,2,0
410,1,1.0,0,6.0,5,1,0.0,0.0,2.0,0,1,0,0,0.0,2.0,1.0,1,1.0,1,2,0,1,1.0,1.0,1.0,1,1,1
411,0,2.0,1,1.0,0,6,0.0,1.0,4.0,1,1,0,0,0.0,2.5,1.0,1,0.0,2,0,0,1,1.0,1.0,1.0,1,1,1
412,0,1.0,0,1.0,5,6,0.0,1.0,4.0,1,1,0,0,0.0,2.5,1.0,1,0.0,0,0,0,1,1.0,1.0,1.0,1,1,1
413,0,1.0,0,1.0,6,13,0.0,0.0,4.0,1,1,0,0,1.0,2.5,1.0,1,0.0,2,0,0,0,1.0,1.0,1.0,1,2,1
414,0,4.0,0,0.0,1,13,0.0,0.0,7.0,1,1,0,0,2.5,2.5,1.0,1,0.0,4,0,1,0,1.0,1.0,1.0,2,2,1
415,0,1.0,0,0.0,5,6,0.0,0.0,4.0,1,1,0,0,1.0,2.5,1.0,1,0.0,0,0,0,0,1.0,1.0,1.0,1,2,1
416,0,1.0,1,0.0,5,6,0.0,0.0,3.0,0,1,0,0,0.0,2.5,1.0,1,0.0,1,0,0,1,1.0,1.0,1.0,2,1,1
417,0,6.0,0,1.0,0,6,0.0,1.0,4.0,0,1,0,0,0.0,2.5,1.0,1,0.0,1,0,0,1,1.0,1.0,1.0,2,1,1
418,0,1.0,0,1.0,0,13,0.0,0.0,5.0,1,1,0,0,1.0,2.5,1.0,1,0.0,1,0,0,1,1.0,1.0,1.0,1,1,1
419,0,1.0,0,1.0,0,14,0.0,0.0,3.0,0,1,0,0,1.0,2.5,1.0,1,0.0,1,0,0,1,1.0,1.0,1.0,1,1,1
420,0,1.0,0,0.0,5,6,0.0,1.0,3.0,0,1,0,0,0.0,2.5,1.0,1,0.0,1,0,0,1,1.0,1.0,1.0,1,1,1
421,0,6.0,0,0.0,5,6,0.0,0.0,3.0,0,1,0,0,0.0,2.5,1.0,1,0.0,1,0,0,1,1.0,1.0,1.0,1,1,1
422,0,1.0,1,2.0,5,8,0.0,0.0,3.0,0,1,0,0,0.0,2.5,1.0,1,0.0,1,0,0,1,1.0,1.0,1.0,1,1,1
423,1,1.0,0,1.0,6,1,0.0,0.0,4.0,0,1,0,0,0.0,2.5,1.0,1,0.0,5,0,0,1,1.0,1.0,1.0,1,1,1
424,0,3.0,1,0.0,5,6,0.0,0.0,4.0,0,1,0,0,0.0,2.5,1.0,1,0.0,1,0,0,1,1.0,1.0,1.0,1,1,1
425,0,1.0,0,0.0,5,6,0.0,4.0,3.0,0,1,0,0,0.0,2.5,1.0,1,0.0,1,0,0,1,1.0,1.0,1.0,1,1,1
426,0,2.0,1,0.0,5,6,0.0,0.0,4.0,0,1,0,0,0.0,2.5,1.0,1,0.0,6,0,0,1,1.0,1.0,1.0,1,0,1
427,0,2.0,1,0.0,5,13,0.0,1.0,4.0,0,1,0,0,1.0,2.5,1.0,1,0.0,6,0,0,1,1.0,1.0,1.0,1,1,1
428,0,1.0,0,0.0,5,6,0.0,0.0,4.0,0,1,0,0,0.0,2.5,1.0,1,0.0,1,0,0,1,1.0,1.0,1.0,2,1,1
429,0,6.0,0,0.0,5,13,0.0,4.0,3.0,0,1,0,0,0.0,2.5,1.0,1,0.0,6,0,0,1,1.0,1.0,1.0,1,1,1
430,0,0.0,0,0.0,1,6,0.0,0.0,4.0,1,1,0,1,1.0,2.5,1.0,1,0.0,0,0,0,0,1.0,1.0,1.0,1,1,1
431,0,6.0,0,0.0,1,6,0.0,0.0,3.0,0,11,0,0,1.0,2.5,1.0,1,0.0,6,0,0,1,1.0,1.0,1.0,2,1,1
432,0,6.0,0,1.0,6,6,0.0,0.0,4.0,2,7,0,0,0.0,2.5,1.0,1,0.0,6,0,0,1,1.0,1.0,1.0,2,2,1
433,0,1.0,0,4.0,5,13,0.0,0.0,3.0,1,1,5,0,2.5,2.5,1.0,1,0.0,1,0,0,2,1.0,1.0,1.0,1,2,1
434,0,1.0,0,0.0,5,13,0.0,0.0,2.0,0,1,5,0,0.0,2.0,1.0,1,0.0,3,0,0,1,1.0,1.0,1.0,1,2,1
435,0,2.0,1,0.0,6,13,0.0,0.0,3.0,2,0,4,1,2.5,2.5,1.0,1,0.0,3,0,0,2,1.0,1.0,1.0,0,2,1
436,0,3.0,1,1.0,0,13,0.0,0.0,4.0,1,9,1,1,0.0,2.5,1.0,1,0.0,1,0,0,2,1.0,1.0,1.0,2,2,1
437,0,1.0,0,0.0,5,13,0.0,0.0,3.0,1,1,5,0,0.0,2.5,1.0,1,0.0,1,1,0,2,1.0,1.0,1.0,2,2,1
438,0,1.0,0,3.0,6,3,0.0,0.0,2.0,0,2,0,0,1.0,2.5,2.5,1,2.5,3,2,1,2,1.0,1.0,1.0,0,1,1
439,1,1.0,1,3.0,1,4,0.0,7.0,4.0,0,3,3,0,1.0,2.5,1.0,1,2.5,3,1,0,1,1.0,1.0,1.0,1,0,1
440,1,1.0,0,4.0,0,0,0.0,5.0,4.0,0,1,6,0,0.0,2.5,1.0,1,2.5,1,2,1,1,1.0,1.0,1.0,1,1,0
441,1,1.0,1,0.0,0,6,0.0,0.0,5.0,0,1,0,0,2.5,2.5,0.0,0,0.0,0,1,1,2,1.0,1.0,1.0,1,1,0
442,0,1.0,0,1.0,0,9,0.0,0.0,2.0,1,2,7,1,0.0,2.0,0.0,0,0.0,1,1,0,2,1.0,1.0,1.0,1,1,0
443,0,1.0,0,8.125,1,5,0.0,0.0,2.0,0,1,7,0,1.0,2.5,2.5,0,0.0,6,1,1,1,1.0,1.0,1.0,1,1,0
444,0,2.0,1,0.0,0,0,0.0,0.0,4.0,2,2,0,0,0.0,2.0,0.0,0,0.0,3,1,0,1,1.0,1.0,1.0,2,1,0
445,0,1.0,0,0.0,5,1,0.0,0.0,3.0,1,1,8,0,2.0,2.5,0.0,0,0.0,6,1,0,1,1.0,1.0,1.0,1,1,0
446,1,1.0,0,1.0,6,6,0.0,0.0,4.0,0,1,8,0,2.0,2.5,0.0,0,0.0,3,0,0,1,1.0,1.0,1.0,1,1,0
447,0,2.0,0,0.0,3,5,0.0,0.0,6.0,2,3,7,0,0.0,2.5,0.0,0,0.0,3,1,0,1,1.0,1.0,1.0,1,1,0
448,1,1.0,0,0.0,6,8,0.0,0.0,2.0,1,3,0,0,0.0,2.5,0.0,0,0.0,1,0,0,1,1.0,1.0,1.0,1,1,0
449,1,2.0,0,0.0,0,0,0.0,0.0,3.0,2,0,0,0,0.0,2.5,0.0,0,0.0,1,1,0,1,1.0,1.0,1.0,2,1,0
450,1,1.0,0,0.0,0,0,0.0,0.0,3.0,2,6,1,0,0.0,2.5,0.0,0,0.0,6,0,0,0,1.0,1.0,1.0,1,1,0
451,1,6.0,0,0.0,0,0,0.0,0.0,4.0,0,6,1,0,0.0,2.5,0.0,0,0.0,6,0,0,0,1.0,1.0,1.0,1,1,0
452,1,1.0,0,1.0,6,8,0.0,0.0,4.0,0,1,0,0,0.0,2.5,0.0,0,0.0,6,2,1,1,1.0,1.0,1.0,2,1,0
453,1,1.0,0,0.0,6,0,0.0,0.0,6.0,0,1,0,0,1.0,2.5,0.0,0,0.0,1,0,1,0,1.0,1.0,1.0,1,1,0
454,1,6.0,0,4.0,6,0,0.0,0.0,3.0,2,1,0,0,0.0,2.5,0.0,0,2.5,0,1,0,1,1.0,1.0,1.0,1,1,0
455,0,2.0,1,0.0,5,1,0.0,0.0,2.0,1,3,0,0,0.0,2.0,0.0,0,0.0,3,2,0,1,1.0,1.0,1.0,2,2,0
456,1,2.0,0,0.0,5,0,0.0,7.5,2.0,0,6,3,0,1.0,2.5,1.0,1,2.5,0,2,0,1,1.0,1.0,1.0,0,1,1
457,0,1.0,0,0.0,0,3,0.0,0.0,3.0,0,11,0,0,0.0,2.5,1.0,1,0.0,1,0,1,1,1.0,1.0,1.0,1,1,2
458,0,1.0,0,0.0,0,3,0.0,0.0,7.0,1,2,0,0,2.5,2.5,1.0,1,0.0,6,0,0,1,1.0,1.0,1.0,1,1,2
459,0,6.0,1,0.0,0,1,0.0,0.0,4.0,1,6,0,0,2.5,2.5,1.0,1,0.0,6,0,0,1,1.0,1.0,1.0,1,1,2
460,0,2.0,0,0.0,1,1,0.0,0.0,3.0,1,11,0,0,2.5,2.5,1.0,1,0.0,1,0,1,1,1.0,1.0,1.0,1,1,2
461,1,2.0,1,0.0,0,1,0.0,0.0,1.0,0,1,0,0,2.5,2.5,1.0,1,0.0,3,0,0,1,1.0,1.0,1.0,1,1,2
462,1,6.0,0,1.0,0,1,0.0,0.0,3.0,0,11,0,0,0.0,2.5,1.0,1,0.0,6,0,0,1,1.0,1.0,1.0,1,2,2
463,1,0.0,0,0.0,0,1,0.0,7.5,3.0,1,1,5,0,1.0,2.5,1.0,1,2.5,0,1,0,1,1.0,1.0,1.0,1,1,1
464,0,5.0,1,5.0,5,3,0.0,2.0,2.0,1,11,1,0,1.0,2.5,2.5,1,1.0,0,1,0,1,1.0,1.0,1.0,0,1,1
465,0,3.0,1,1.0,6,7,0.0,6.0,4.0,1,5,0,0,1.0,2.5,0.0,0,2.5,5,2,0,2,1.0,1.0,1.0,2,1,0
466,0,2.0,0,5.0,0,7,0.0,7.5,3.0,0,10,7,0,1.0,2.0,0.0,0,2.5,3,1,0,1,1.0,1.0,1.0,2,0,0
467,1,6.0,0,2.0,2,11,0.0,4.0,2.0,0,11,5,0,2.0,2.5,2.5,0,2.5,2,1,0,1,1.0,1.0,1.0,2,2,1
468,1,3.0,1,7.0,7,3,0.0,7.5,3.0,0,6,4,0,1.0,2.5,0.0,1,2.5,6,1,0,2,1.0,1.0,1.0,1,0,3
469,0,0.0,1,5.0,5,12,0.0,7.5,4.0,1,8,7,0,2.0,2.5,0.0,1,2.5,4,1,0,2,1.0,1.0,1.0,2,1,1
470,0,3.0,0,5.0,1,9,0.0,4.0,2.0,1,0,5,0,2.0,2.5,2.5,1,2.5,2,1,0,1,1.0,1.0,1.0,2,1,0
471,0,1.0,0,1.0,6,0,0.0,0.0,1.0,0,1,5,0,0.0,2.0,1.0,1,0.0,6,0,0,2,1.0,1.0,1.0,2,2,0
472,1,1.0,1,0.0,5,4,0.0,0.0,3.0,2,3,1,0,2.0,2.5,1.0,1,0.0,1,1,1,0,1.0,1.0,1.0,2,1,2
473,0,6.0,0,0.0,4,8,0.0,0.0,4.0,0,8,0,1,0.0,2.5,2.5,1,0.0,1,0,0,0,1.0,1.0,1.0,2,2,1
474,1,1.0,0,0.0,2,8,0.0,0.0,2.0,0,11,1,0,0.0,2.5,1.0,1,0.0,1,0,0,1,1.0,1.0,1.0,1,1,2
475,0,2.0,1,4.0,1,3,0.0,0.0,2.0,0,11,1,1,0.0,2.5,1.0,1,0.0,1,0,0,1,1.0,1.0,1.0,1,1,0
476,0,1.0,0,0.0,0,3,0.0,0.0,2.0,1,11,0,0,0.0,2.0,1.0,1,0.0,1,0,0,1,1.0,1.0,1.0,1,1,2
477,0,1.0,0,1.0,1,8,0.0,0.0,2.0,1,8,4,0,0.0,2.5,1.0,1,0.0,4,2,0,1,1.0,1.0,1.0,1,1,2
478,0,1.0,0,1.0,5,3,0.0,0.0,3.0,0,11,1,0,1.0,2.5,1.0,1,0.0,4,2,0,2,1.0,1.0,1.0,1,1,2
479,0,0.0,1,0.0,0,3,0.0,0.0,3.0,0,11,0,0,2.5,2.5,1.0,1,0.0,2,2,0,1,1.0,1.0,1.0,1,1,2
480,0,5.0,1,0.0,0,3,0.0,0.0,4.0,0,6,0,0,2.0,2.5,1.0,1,0.0,6,2,1,1,1.0,1.0,1.0,1,1,2
481,0,1.0,0,0.0,0,1,0.0,0.0,1.0,2,11,5,0,0.0,1.0,1.0,1,0.0,1,2,0,2,1.0,1.0,1.0,0,2,2
482,1,1.0,0,0.0,0,8,0.0,0.0,2.0,0,11,0,0,2.5,2.5,1.0,1,0.0,6,2,0,2,1.0,1.0,1.0,0,1,2
483,0,6.0,1,8.125,1,1,0.0,0.0,4.0,1,11,0,0,0.0,2.5,1.0,1,0.0,6,2,0,2,1.0,1.0,1.0,1,2,2
484,0,1.0,1,0.0,0,8,0.0,0.0,2.0,1,6,0,0,2.5,2.5,1.0,1,0.0,6,2,0,2,1.0,1.0,1.0,1,1,2
485,1,1.0,0,0.0,0,1,0.0,0.0,7.0,0,6,0,0,1.0,2.5,1.0,1,0.0,0,2,1,2,1.0,1.0,1.0,1,2,2
486,0,6.0,0,0.0,1,8,0.0,0.0,4.0,0,11,0,0,2.5,2.5,1.0,1,0.0,0,2,0,2,1.0,1.0,1.0,1,2,2
487,1,1.0,0,5.0,1,8,0.0,0.0,7.0,0,6,5,0,1.0,2.5,1.0,1,0.0,6,2,1,1,1.0,1.0,1.0,1,1,2
488,1,6.0,0,8.125,1,1,0.0,0.0,3.0,0,10,8,0,1.0,2.5,1.0,1,0.0,2,2,0,2,1.0,1.0,1.0,0,0,2
